bc32833509065bd99211b8a92797d35040ca397e	01c952174c24e1210d26961d456a77a39e1f0bb0	33513325	32
80c545ef426aa9e46543e5ac2ba4b9728ceb58a1	053fff26d28ff4e94dfe862b184f918a50c6f706	116800740	0
73126efb8fbaf8c28c040b76030c455012b515dc	133c89bc9dc375fbc46493a92f4fd2486f8f0d76	82183661	0
38d6f9afec2ea4e39f72c3f950e6cf7b5c541c29	3b5a23f6207d87b423c6789d2625ea620423b32d	43404135	56
13749fb015d63831e196097e07135f254bb6dc6b	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80100018	0
0d86c52ace3bcd35a26de0bd105c59c918aae7e7	27c4adfe6bcaa0a17293c13eb9c361802cdd910a	63429740	15
1abaf7e130159102fab06809bf5f92988283c928	8894e0a0c962cb723c1976a4421c95949be2d4e3	61492645	100
27c4adfe6bcaa0a17293c13eb9c361802cdd910a	318d2aae4c99c2e74f7b5949fa1c34df837789b8	63419294	73
a4df1607ccc0f2edf20f26bf83cdee157c4d5d1e	d364bc34d4446cdf577340f16a870dd8b9030b6d	53412788	29
7b0140f59d8194b2ece764572e036bf3f60b3be1	d802b8a9c30a67bd6f06a6757c95feff2c617d0c	62943101	8
69a823ab9750704916bbcfba7a06695eda06dd34	9a184f749e9e73754e94421d83e7d20971d4afce	54689068	100
b50219a53d74662c7a3ddfe15997be448bde6eab	81d5c32845877d24fdaab3fcb51a6268d569165f	76345208	46
2b91ba087961ddf38c8fab11e71cce2c1ac57329	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85040374	0
6f6fc05f755c3dbe97b977f11e0ba80977a25aa2	6d5be44fa51a408ee3b7603aba68554c47a747ba	101536307	0
5afe2527fb1ccbee13f2250308f113be34ea16c9	ba440f7c4e438ae0a6aa89ecc6b8f6604e90ef3a	77565616	56
b0175f56d4731c02ac9a30877fcd7c18c6af1858	8c826f795466e39acbff1bb4eeeb759609377ba1	59603632	54
0e8d03959767796f7f092198adfa1e43eda8cb43	f5988713400da6fc8a58ec9515e2b0df9b40b115	47800212	100
178393dd0b74af8bcd75d55de12238b673d0ca4e	a180fe01b906a1be37be6c534a3300785b20d947	74610113	100
eddb8ca4e5d89f507362bb811857662a210305c4	f0ae5a935897f96591bd5881897bf2860777b79b	87532063	0
0ec00aaa2f6bfff03e34a4d70d4ae67dcdb20cea	aef83196022a4301a261c03fd3335a533e0ad18d	85042996	0
7a71e31cc5cff88e6a2161e57e3a2d80a222f14b	e4ea108b57c1304b42acff506720232d8209556f	65624507	3
